web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573043681-3427","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Most underrated feature: ear size customization","I'll start with the headline...
The out of the box rubber fitting fit my ears great and for the last week I havent had any uncomfortably or issues. But this morning I decided to see how the other rubber fittings felt in my ears and WOW....

All 3 configurations 'fit' my ear; but I found that the medium inner ear and the small 'wing tip' piece fit my ears PERFECTLY. Wow I cant believe I was wearing them wrong this whole time...

Ratings:

Sound quality: #2
The sound quality is 2nd only to Bose, for $70 less.

Looks: #1
This is obviously opinion based but because of features like the case style, actual bud looks, and they dont have the douche-vibes that you get with wearing apple airpods thus making the Galaxy Buds the best option.

Customization: #1
If you have a galaxy phone...forget it man the customization of the first gen Galaxy Buds is already light years above the competition.

Features: #1
Wireless charging, touch pad on ear buds, command customization, sound customization, EAR PIECE CUSTOMIZATION

Value: #1
$70 less than Bose, $30 less than airpods and far more features.

-Galaxy Buds are the reason I FINALLY got rid of my LAST apple product, airpods 🤮🤮🗑🗑","5.0 out of 5 stars","",""
"1573044286-6047","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Clarity!!!!","About time...earbuds that actually work!!!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
"1573043727-3594","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nearly Perfect","I mostly love these earbuds. I'm using them with an iPhone 8 Plus and there are some minor problems though. Can't get the app for customizing the buds, oh well. But I can't watch YouTube videos while using these as there is a significant latency issue, meaning the audio is out of sync with the video. So far that's the only time I've notice this as Netflix and such seem to be just fine. I can only change volume on my phone which isn't too bad as I can easily hit my volume buttons while my phone is still in my pocket. I've occasionally had an issue with them not connecting when I take them out and have to put them back in the case and out again but it's rare. But they have great audio quality, and they fit great thanks to the different wing and ear tip options that come with them. I like being able to have the touch options for pause/play, skip, back and even siri control with a press and hold. Despite the few negatives with these, they are still my favorite Bluetooth earbuds I've owned. Would definitely recommend unless you're only planning on watching YouTube on an iPhone.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573044200-5655","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I had my doubts....  but I doubt no more!","I have a Galaxy S9+ and these work exceedingly well.  I use them at work and only use one at a time.  Even while listening to spoken word podcasts, I can hear clearly.  Bass is the best of any ear buds I have ever used.  Battery life of one bud is about 40% for spoken word and 50% for music at full volume for 4 hrs of listening!!  But that is no issue since they recharge to full during my lunch hour!  I can not explain how happy I am with these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews"
"1573044003-4771","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Make louder and put a lock latch on case","They need to be louder and more bass and i want to see the cases battery life oh and when i drop the case the earbuds fly out, other than that they are A1(great)","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&reviewerType=all_reviews"
"1573044149-5426","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product","Must have for Samsung phones","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_201?ie=UTF8&pageNumber=201&reviewerType=all_reviews"
"1573043755-3709","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They suck.","I went with these instead of the air pods bc I thought the pods were mostly hype. I was wrong. These things suck, I kept em past the 30 days and I should have returned them right away. Purchased the air pods afterwards and its night and day on sound quality for music and the clarity on calls is soooooo much better. Don't spend your money on these, not worth it at all....","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573044294-6070","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lovethem, would buy again.","When talking on phone everyone complains they cannot hear me.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_266?ie=UTF8&pageNumber=266&reviewerType=all_reviews"
"1573043755-3712","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Voice transmission is terrible","UPDATE:  Now EVERY call I'm on the other callers complain of terrible sound quality until I switch to something other than these earbuds.  After switching to just the phone or wired earbuds, no issues.  If I could give these zero stars I would.  And of course it is too late to return them.  Don't waste your money.

I was excited to get these, but after almost 2 months of use I'm going to have to go back to my wired ear buds.  I can hear callers clearly, but they do not transmit my voice well at all.  Callers complain of ""scratchy"" and muted audio when my voice comes through to them to the point that I have to quit using them on calls.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573043884-4247","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product but with some minor cons.","Really good product by Samsung. Depending on the software update, connectivity can be affected - turn my head too far in one direction and sound cuts out; phone is in pocket so not like a long distance away. Overall, better than my JBL headphones that I had previously. Would purchase again.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1573044059-5026","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love these!","Best wireless earbuds for the money!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_161?ie=UTF8&pageNumber=161&reviewerType=all_reviews"
"1573043719-3561","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Earbuds constantly go out of sync","Earbuds are comfortable and have decent battery life, sound quality is worse than what I was led to believe from some reviews here. But that was manageable - what is not is the earbuds constantly go out of sync with each other when using them on my laptop. The left earbud is about 0.5-1 second ahead of my right earbud, and happens without warning when I'm watching shows or youtube. They have no sync problems when I used them with my Galaxy s7 phone, but will go out of sync every few minutes on the laptop.

I'm using a new Dell laptop and have reinstalled drivers on my computer + tried resetting the earbuds, but the problem persists. Other truly wireless earbuds I've used had no problems (Jabra Elite 65t, Anker Soundcore, Master & Dynamic) so I know it's not my laptop. Googling the out-of-sync issue revealed that this is a pretty common problem too. So while I enjoyed these earbuds and had no problems with the not-great audio since the price was lower than most high-end earbuds, I can't recommmend these.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1573043898-4306","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great for the price","Good truly wireless earbuds with bluetooth 5.0, 6 hours of battery in the earbuds and usb c and wireless charging. Great truly wireless earbuds for samsung android phone or any android phone for that matter!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&pageNumber=89&reviewerType=all_reviews"
"1573043981-4673","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good size","Great sound and noise cancellation","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1573044061-5029","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Work great","I do think they could use some extra bass but other than that I'm satisfied","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&pageNumber=162&reviewerType=all_reviews"
"1573044077-5108","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pretty much broken after 4 months","Left ear bud much quieter now than right earbud after only 4 months.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&pageNumber=169&reviewerType=all_reviews"
"1573044115-5271","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","If the volume is low, check out the app","Love these buds","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews"
"1573044246-5859","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome!","Fantastic, way better than the Apple or any other brand I've used.  I even used these as my ear plugs for my conceal carry class because the noise cancellation is so good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&reviewerType=all_reviews"
"1573044315-6159","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great with iPhone not so much with Samsung phone","Love how they fit, play louder on iPhone xs than Samsung galaxy s10, also pauses and stops Netflix repeatedly on gs10 but not on iPhone. Wouldn't buy again to work with Samsung phone but love it with iphone for listening but all calls sound like I'm in a tin can on both phones","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_275?ie=UTF8&pageNumber=275&reviewerType=all_reviews"
"1573044215-5721","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great pair of earbuds","This is a great set of earbuds. The noise isolation and sound quality is surprising for the price point. The bass is good too but obviously not at the level of more expensive buds.
The ambient sound mode is pretty cool too but borders on more of a gimmick than a fully fleshed feature.
The fit is great thanks to the adjustable tips and wings. They also sit nicely in your ear to appear as low-key as possible. It feels as though you're a government agent wearing these.

Overall great earbuds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_231?ie=UTF8&pageNumber=231&reviewerType=all_reviews"
