title,body,rating,product
Scam,Scam!! It says it’s the latest model but it’s not!! It’s the same as my old ones with the old case.,1.0,Apple Airpods-Latest Model
Amazing,I absolutely love them they fit in my ears perfectly and I have smaller ears so regular earbuds hurt and fall out I LOVE them!,5.0,Apple Airpods-Latest Model
beautifully designed and superb functionality,i like everything about the airpods (with the exception of their inability to be properly recycled or biodegrade when they reach conclusion of their lifespan.  going cord free is liberating.  highly recommend.  good sound quality and charging system.  apple per usual has superb design instincts.,5.0,Apple Airpods-Latest Model
My second pair!!! Nothing beats it!!!,"This is my second pair because Samsung convinced me that the grass was greener on the other side. I was back in less than a month.

AirPods are expensive but I’ve tried a few of the alternative products and, although some of them work well, I would recommend that if you have an iPhone then buy AirPods. Other Bluetooth headsets just don’t integrate as well with ALL of the Apple products.",5.0,Apple Airpods-Latest Model
Bad description - Great product,Great product.  Not the latest model as advertised.,3.0,Apple Airpods-Latest Model
Good product,"Easy to connect, open airpods and they instantly show on your phone. Very good sound quality hopefully they last me for a long time",5.0,Apple Airpods-Latest Model
GREAT - I ESPECIALLY LOVE THE PRICE,WORKS JUST AS EXPECTED!,5.0,Apple Airpods-Latest Model
Can't Beat Apple for Quality,The sound is amazing!!!  Such clarity for the size.,5.0,Apple Airpods-Latest Model
Great deal,Can’t beat 139.99 for these. I’m really happy with them,5.0,Apple Airpods-Latest Model
"Works pretty darn good, better than all others that I have used","I like this tons better than all others that I have used over the years. I have bought practically all other brands, Bose, JawBone, Jabra, Samsung, Plantronics, BluePhonics and one other generic and by far it is way better than any other that I have used. But even with a iPhone it continues to frustrate me with not pairing and losing connection. But when it works it works and sounds incredible.",4.0,Apple Airpods-Latest Model
Don’t buy!,Do not buy! When they arrived they were in a box with not bubble wrap or anything. They connected to my phone for a few minutes and never connected again. Do not waist your money!!,1.0,Apple Airpods-Latest Model
What I wanted,Noise cancellation isn’t great but very comfortable and battery lasts a long time,5.0,Apple Airpods-Latest Model
Best wireless earbuds that’s portable,Best wireless earbuds that’s quality in every aspect,5.0,Apple Airpods-Latest Model
Amazing quality,Battery life is  phenomenal last like a good 50 hours charged and the sound is beautiful on any app,5.0,Apple Airpods-Latest Model
All day charge and case charger lasts 3-4 days,Excellent product from Apple,5.0,Apple Airpods-Latest Model
Totally Satisfied,AirPods work as advertised. Have had no issues.,5.0,Apple Airpods-Latest Model
Best earbuds for your IPhone,Love these they are awesome.,5.0,Apple Airpods-Latest Model
Authentic but first model,Its not the latest version its the original one only,5.0,Apple Airpods-Latest Model
Perfect Gift.,Got it for my cousin as a gift and he loves it.,5.0,Apple Airpods-Latest Model
Apple,Works as detailed,5.0,Apple Airpods-Latest Model
Great wireless ear buds,Loved them,5.0,Apple Airpods-Latest Model
Rich Woman Fantasy,"I live for these AirPods. They’re so sickening and make me feel like a bad binch whenever I walk into Walmart cause then I look around at everyone else that’s AirPod-less  I’m like “hmm.. smells like broke in here” and I strut down those aisles living my rich woman fantasy even though nobody is looking at me. These AirPods make me feel like all eyes are on me baby. I am a Leo tho, so maybe that explains things. Anyways, the only reason I’m able to live my fantasy is because of these AirPods so I definitely recommend dropping that coin sis. I even got my cister a pair too so she can strut down her college hallways and live her own bad binch fantasy. AirPods are life changing, like honestly. So yeah, get some.",5.0,Apple Airpods-Latest Model
Awesome Airpods,"Grandaughter had her ver 1 airpods stolen while at a soccer tourney.  I got her the new ones and she LOVES they way more than the other ones if thats even possible.  I also have ver 2 wireless charging set and use them with my Samsung galaxy s9 plus and with the awesome app i use,  I literally have full function of everything it is capable of doing  .  Clarity and sound is the best out there",5.0,Apple Airpods-Latest Model
"Great sound quality, but didn't fit!","These headphones are amazing for a small group of people. A very select group of people with a perfect sized ear to fit Apple's ""One-sized-fits-most"" earbud. But for everyone else, myself included, these annoying hard plastic earbuds don't do the trick. They are constantly falling out of your ears and require persistent re-positioning.

Pros:
Great sound quality
very light weight
LONG battery life

Cons:
Don't fit everyone (unlike silicone or foam earbuds)
ZERO noise cancellation",2.0,Apple Airpods-Latest Model
Perfect,Good earpods,5.0,Apple Airpods-Latest Model
Great earphones.,These are the best wireless headphones I ever use. Hey easy to set up and switching between devices is easy. I would recommend them to anyone. They arrive late that is the only issue I had.,4.0,Apple Airpods-Latest Model
Grandson Birthday gift,"Brought this for me Grandson,
He really liked it",5.0,Apple Airpods-Latest Model
Great product but you’ll have to wait for it,The product performed as expected but the delivery time was too long.,3.0,Apple Airpods-Latest Model
Super Fast Delivery!!!,Can’t go wrong with an Apple product. They arrived fast and everything was in perfect condition.,5.0,Apple Airpods-Latest Model
Great Value,Bought them for my daughter and she seems to love them.  I don't know about their noise cancelling abilities....but suddenly she can't hear when I'm talking to her... ;),5.0,Apple Airpods-Latest Model
Within 3-4 uses the right side earplug does not charge or power on.,"I bought this in July and since then I have rarely used these. After 3 or 4 uses, the right plug stopped charging and powering on. I wrote to the product support but never received any response.",1.0,Apple Airpods-Latest Model
Is Apple,The best,5.0,Apple Airpods-Latest Model
Broken upon arrival!,This product doesn’t work at all ! How do I return it?,1.0,Apple Airpods-Latest Model
So good,Good,5.0,Apple Airpods-Latest Model
Superb Headphones,"Sound Quality is very good, But noise cancellation is not that good compare to other headphones available on the market.

But very comfortable and easy to use

Finally Apple is Apple - good quality and I like it a lot 👌👌👌",5.0,Apple Airpods-Latest Model
GOOD,EXCELLENT,5.0,Apple Airpods-Latest Model
Horrible Battery Support,"I would give these negative stars if I could!! How absurd is apple’s logic that you can’t even check the battery status on any other device! Seriously, the most appalling thing having to disconnect from your device and reconnect to an Apple device just to check the battery! Wow, Apple you sure hit an all time low.

I would not suggest these to anyone who uses mixed devices like myself. Bought these for work thinking it would be great to have for meetings and music but they lack the ability to check the battery status on Windows! ABSURD!

Not even worth talking about sound quality when Apple can’t even figure it out!",1.0,Apple Airpods-Latest Model
