web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573063066-17786","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound quality","Great sound quality; able to block out annoying chit chat in the train.  I can enjoy my music as I commute to/fro work.  The ear buds are too big though and I have to keep pushing them in as they tend to fall off when I turn my head.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1573062818-16873","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Enough Ear Piece","It's definitely not noise cancellation - it's noise isolation.  The sound quality is ok, BT is easy and fast to pair with my Galaxy S9+.  Works as expected.  The quality of the rubber 'buds' are a little lacking - rubber a bit too stiff making the fit feels odd (perhaps its only me).  Didn't use it for workout, so cant say much of it during activity.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573062978-17484","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great bluetooth","The sound and quality  is great. Should have bought one for the wife when they were on sale .Update great customer  service.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&reviewerType=all_reviews"
"1573062827-16907","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound and barttery life","Good sound, great battery, pretty comfortable they don't fall out, just wish they were a little smaller but thats being nit pickey. They are durable I wear them at work all day long 10 hours a day 6 days a week. Will update if anything changes","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1573062748-16622","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sound profile is fairly balanced","I use these at my office desk job and while jogging. I haven't used the microphone and I don't use these near or in water.

That being said, these are good and worth the money. The J1's sound profile is fairly balanced and the aptX support makes music sound crisp and high resolution for what these cost. The battery will pretty much last a whole work day of 6 to 8 hours. The design is simple and easy to clean. Fit and comfort are good, but not the greatest. The provided set of interchangeable eartips and fins definitely help, but I find noise isolation is still lacking and the J1s still might fall out during an intense running session, especially with the cord dragging and weighing down the whole unit.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1573062787-16751","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not satisfied with this product","Im writing back to u cause I'm super super upset & dissatisfied about this product today I went to work like usual & turned my head phones on to start working & suddenly I saw smoke coming out of head & head phones were super hot so I rapidly took them off & threw them cause I got scared thinking da they were gonna catch on fire they burned little bit of my hair need a phone number from who ever is making this headphones & to who I can speak in regards to this matter this is da second pair da I get but others just stopped working or only one worked but never something this serious like catching on fire on my neck😡 my number is 956 777 4522 need some answers asap or a phone number thank u","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573062789-16770","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Refunded after multiple replacements failed in the same way.","Worked great for the last 6 months.  Then the volume in the left earpiece all but disappeared.

Support has been responsive and replaced the headphones several times.  Unfortunately, they don't last.  After a month or so they no longer hold and charge and then don't turn on at all.

I should have asked for a refund instead of getting a replacement each time.  These headphones simply don't last.

Customer service finally refunded the purchase.  Initially I was told they could not, so I went with replacements.  But the replacements didn't last even as long as the original pair.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1573063090-17875","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good sound","Great product clear crisp sound good battery life and great sleek design and for the price you can’t go wrong","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&reviewerType=all_reviews"
"1573062884-17132","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Great sounding earbuds!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1573062739-16593","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Slick ergonomics, very good sound and focus on consumer satisfaction at a budget price","For a modest price, I purchased the TREBLAB J1 Bluetooth Earbuds to be able to take advantage of an upgraded android cell phone and reliably listen to music (without the wire) during gym workouts. I paid twice the price for other Bluetooth headphones for the same purpose, they died after 1.5 years, so I decided to economize. I read many reviews and decided that the ergonomics of the J1's suited me the best, and favorable buyer reviews, although mixed, had much to say for these earbuds. I have opened them, charged them, and tried them out at home, and they seem to measure up to my expectations. The audio is good enough to make me happy not to have spent 3 to 4 times as much on high-performance audio equipment. I cannot evaluate the telephone connectivity since I am retired and have rare occasion to chat, unless my spouse of 46 years has a flat tire and needs to contact me. I think TREBLAB has zeroed in with focus and dedication to consumer satisfaction on a market that seeks music and phone service at moderate cost in the sweaty exercise arena. The tech support service sounds outstanding from all reports, so I look forward to a fine experience with this product, founded admittedly on a very modest investment. I would add that if you buy them, do read the instructions provided since so many customer complaints could have been avoided by referencing the enclosed instructions and trouble-shooting tips. “Handle with care” is probably another worthwhile recommendation since $40 does not pay for bullet-proof goods.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1573062856-17020","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I would like to thank personally to Dmytro from Productech who solved ...","I would like to thank personally to Dmytro from Productech who solved my problem and took care of me.
Very Good product and great sound.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews"
"1573062896-17190","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Need ot return for a new one. Help!","The sound is a little tinny but I got used to it. It has stopped working properly and needs to be replaced  but don't know how to make it happen.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&reviewerType=all_reviews"
"1573062932-17329","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","good sound for price","High quality, good sound for price","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&reviewerType=all_reviews"
"1573063010-17597","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","One Star","3rd day of use the left side stopped working... what a pain!","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&reviewerType=all_reviews"
"1573062965-17436","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Better-than-average earbuds for a great price","Sound: Bass is present, not very punchy or muddy, above average for the price. Mids/vocals are clear but lack depth and definition. Treble is average, doesn't sound tinny or piercing.

Build quality: Cable is sturdy as well as the volume rocker. The buttons don't feel like they're gonna fall off and don't wiggle much either. The headphones have some satisfying heft to them, the metal assures that they should last. The carrying case is very tough but soft to the touch, the inside is smooth and cozy.

Battery: ~6 hours of use on my first day, don't need to worry about running out of juice.

Comfort:
-UPDATE-
I believe I found the correct position in how these should be put in. I feel no discomfort and they slide in easily. Unfortunately, my right ear canal is smaller than my left, the silicone and foam small tips don't fit too well. However, this isn't the company's fault. Fit and comfort are good, you have to play around with it.
-END OF UPDATE-
 I have a small head with small ears, these are EXTREMELY uncomfortable. The metal rings that surround the wings constantly irritate my ears and they become red afterwards. After ~20 minutes it becomes painful and I have to take them off. I've tried the smallest silicone, foam and wing tips and they hardly help. I've also tried multiple positions and the one that hurts the less is where they feel as if they're about to fall off. Headphones of the that are oval or rounded are infinitely more comfortable since there are no sharp edges and everything is smoothed out.

I really wanted to love these headphones since I was content with most of its features, however, as someone who goes to the gym 6 days a week for 2 hours (lifting and light cardio), I can hardly recommend these headphones. If I'm feeling PAIN from my headphones, there's a grand flaw. I'll try these out for a week or so to see if things change (most likely to return). I will update this review if anything significant happens.
-UPDATE-
Changed my review from a 3 to a 5. Not only did I find these comfy to wear, but when I posted my review, soon after I was contacted by customer service (Lena) who made sure that my needs were met. Good fit deserves 1+ star, good customer service gets another star. If you're on the edge of buying this device, make the jump, there's no harm trying as you can receive a refund.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews"
"1573062824-16897","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sound is awesome especially for the price","sound is awesome especially for the price. I would compare the sound quality to a $100 pair of headphones. I like them so far but I just got them yesterday so i will update my review in a couple months to see.how they wear over time.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1573062967-17444","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Steer clear, overall disappointment","Worked decent for a few months. None of the silicone sizes really fit very well. Sound quality is just OK. Recently I've started getting a hissing sound and can't connect to my phone. Signal strength is weak - in and out when the phone is in my back pocket, better in front pocket, fine on my desk in front of me. But if I wanted to use it right in front of me I'd just buy wired headphones. Don't waste your time with these. Had high hopes, got what I paid for I guess. I've had other inexpensive sets that worked much better.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&reviewerType=all_reviews"
