web-scraper-order,web-scraper-start-url,title,content,rating,next,next-href
"1573057310-15473","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very easy to fix","Very easy to fix.. just in a minute..
No air bubbles locked in, first time I tried.. very easy, no mess... 😊","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_390?ie=UTF8&pageNumber=390&reviewerType=all_reviews"
"1573056386-11937","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great company, product and service","I received a new screen protector from Sparin after difficulty installing.  The company was very responsive and helped with tips and a video.  The video was very clear and I was successful in putting on the screen protector.  It's a great product - very clear looking and absolutely no bubbles or other screen dust.  I made some suggestions on how to make the written instructions clearer and they seemed very receptive to those.  Great company - not just stands by their product - they are actively trying to improve it.  Thanks, Sparin, especially Eos!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1573056718-13222","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fits great, anti glare and smudge, easy to put on, and great customer service!!","Only 3 stars, due to it's not as durable as I thought it would be, but also the first one I recieved was broken, but they replaced it without conflict, which is great for the company!! Thank guys!","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews"
"1573057242-15228","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works very well","Works well screen protector cracked but not ipad","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_365?ie=UTF8&pageNumber=365&reviewerType=all_reviews"
"1573056810-13569","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great kit...","This little protector kit was awesome! It comes with a wet wipe, dry wipe, dust wipe, dust cloth and other neat items to help you align your cover. It was easy to install and works just as if it's not there on my screen. I would buy again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&pageNumber=199&reviewerType=all_reviews"
"1573057080-14589","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great buy","Screen is so clear like nothing is on it. The video on how to install was super help full as were the instructions.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_301?ie=UTF8&pageNumber=301&reviewerType=all_reviews"
"1573056340-11751","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fits great. Watched the YouTube video and followed all the ...","Purchased this for my new IPad WiFi. Fits great. Watched the YouTube video and followed all the instructions. Was ready to pull my hair out when I noticed a small bubble on the bottom corner... but then I realized that a piece of my hair already fell onto the screen between the screen protector. Fail. Put the IPad into its case- another bubble. So, two bubbles and a hair later... I have my unique IPad in its case with a screen protector and I'll always know which device is mine!

Update: Lifted bottom corner, hair removed easily *phew* and now the bubbles are smaller.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573057212-15100","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It is very easy to install and protects very well","I have bought this before for use on another iPad. It is very easy to install and protects very well. Has been on my other iPad for a year with no issues","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_353?ie=UTF8&pageNumber=353&reviewerType=all_reviews"
"1573056484-12310","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great protection, good instructions with the kit","Works well. I kept the original plastic cover on my iPad until I got this in the mail, so I would ruin the screen. Put this over the iPad myself, which is a miracle because any time in the past I've tried to apply a screen protector it ends up with bubbles and noticeable seams - not this one. Looks great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews"
"1573056338-11746","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ignore dust particle unless you are OCD","Followed installation instructions exactly, but discovered a dust particle that my meticulous (or so I thought) pre-cleaning failed to remove after the protector was in place. I thought it would drive me nuts, but the adhesive closed around the dust particle so that unless I'm actively looking for it, it's unnoticeable. Reading the experiences of other users also convinced me that trying to remove the particle would be worse than just leaving it alone. Screen has a great feel to it and is nearly as sensitive to touch as the unprotected screen. Color me satisfied. Love that the bottom button is left uncovered so that fingerprint ID works.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1573057505-16189","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy to use","The spot for the camera is in the wrong place, wondering if it matters.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_461?ie=UTF8&pageNumber=461&reviewerType=all_reviews"
"1573057410-15868","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product. Good price.","Good product. Good price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_429?ie=UTF8&pageNumber=429&reviewerType=all_reviews"
"1573057038-14424","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","WOW what a Great buy! followed the instructions had few extra bubbles ...","WOW what a Great buy! followed the instructions had few extra bubbles but they worked out.. just have to be relaxed and take ones time.. but WOW I had one of them thin covers that was so bad.. this is 100% Better. looks better, no bubbles.. I LOVE IT!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_285?ie=UTF8&pageNumber=285&reviewerType=all_reviews"
"1573057336-15572","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Perfect from opening the package to instructions to fitting iPad","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_400?ie=UTF8&pageNumber=400&reviewerType=all_reviews"
"1573056933-14021","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice product","Great price","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&reviewerType=all_reviews"
"1573056931-14016","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fits and works great!","Fit the screen perfectly! Came with everything to make it easy to put on and didn’t have any issues. Now we will see how well it holds up.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_244?ie=UTF8&pageNumber=244&reviewerType=all_reviews"
"1573056361-11835","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product for protecting iPad Air 2!!!","I have had several film screen protectors in the past. I must say that I can appreciate the tempered glass screen protector from Sparin.

The Sparin Tempered-Glass Screen protector package comes with everything that is necessary for a novice to install this screen protector. The instructions are thorough and easy to follow. It was a simple install that took me 15 minutes. Came out better than any other screen protectors I've installed. And this is my first tempered glass screen protector install. I definitely plan to stick with tempered glass screen protectors, for they are designed to resist the cracking of the device's screen.

Overall, I give this item 5 stars because I cannot see it getting any better with the package having everything necessary to install properly, plus it is very competitively priced.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1573057154-14874","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","perfect fit","The product is good and not expensive","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&pageNumber=330&reviewerType=all_reviews"
"1573056338-11749","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Glass screen fits like a glove","The glass protector fit nicely even with a back cover on the iPad Pro 9.7"".  The instructions for putting the glass on were available on YouTube, and it came with everything needed, including wet and dry wipes, microfiber clothes, and stickers used for alignment.  I didn't get it right the first time, but I was able to remove it and realign it.  I did get a couple of tiny specks of dust under the glass even though I wiped it many times, but it was probably the removal and realignment that did it.  But they are not noticeable enough that I'm going to mess with it any more.
The touch screen is completely responsive with the protector on it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1573056845-13689","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product!","My husband was extremely impressed with how tough this screen protector is! He had it on within 1 minute!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_211?ie=UTF8&pageNumber=211&reviewerType=all_reviews"
"1573057606-16566","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","UPDATED REVIEW","I applied it to my iPad, and there were so many air bubbles that I tried to remove it to clean my screen. In trying to remove it, the protector cracked.
UPDATE: the company has incredible customer service, and reached out very quickly to resolve the issue, and offered a free replacement.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_499?ie=UTF8&pageNumber=499&reviewerType=all_reviews"
"1573056516-12442","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Definitely great product one of the better fiberglass screen protectors that I have purchased","Very nice product, my first attempt at installing failed so one got ruined with the second attempt I got it on with limited  difficulty once it’s on it’s great it doesn’t even attract dust","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&reviewerType=all_reviews"
"1573056679-13079","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Problems with Dust","I almost had it perfectly! I noticed a fine piece of lint in the middle of the longer edge. Too bad it was over the actual screen, if it had been on the the outer edge I would have left it alone. So I tried to lift off the corner and slowly tried to remove the lint. Bad idea, more popped up. I wish they also offered separate kit for multiple attempts.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_150?ie=UTF8&pageNumber=150&reviewerType=all_reviews"
"1573057491-16139","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love it","works great for my iPad","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_456?ie=UTF8&pageNumber=456&reviewerType=all_reviews"
"1573056702-13164","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Highly recommend!!","I absolutely love this screen protector!  It came nicely packaged with clearly marked pieces and instructions.  Easiest setup I have ever had with any device!  I can't speak to its ability to protect, and hopefully will never have to test it, but I would buy this again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&pageNumber=159&reviewerType=all_reviews"
