web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewStar,next,next-href
"1573043053-2519","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_252?ie=UTF8&pageNumber=252&reviewerType=all_reviews"
"1573042648-701","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Reason everyone is wearing these","Supper convenient if you have iPhone or iwatch, took some time for ears to get used to","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews"
"1573042978-2178","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fine","👍👍👍","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_218?ie=UTF8&pageNumber=218&reviewerType=all_reviews"
"1573042652-718","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Price","Apple AirPods with Charging Case (Latest Model)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1573043220-3273","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice!!!!!","AAA+","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_327?ie=UTF8&pageNumber=327&reviewerType=all_reviews"
"1573043165-3016","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","These are awesome!","Bought as a requested gift! Best price here! Unbelievably amazing sound quality!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_302?ie=UTF8&pageNumber=302&reviewerType=all_reviews"
"1573043245-3380","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Definitely More Thump","I have version 1 and 2. This one definitely has more base and for me is worth it for that alone not to mention you can tell Siri to turn up the volume or change tracks all in one command without waiting for her to answer. Siri even works speaking softly while you are listening st full volume.  I found the wired EarPods are a little louder and have more base than the 1st version AirPods but the second version AirPods beats them both. It may have something to do with the base port being larger.  They sound great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_338?ie=UTF8&pageNumber=338&reviewerType=all_reviews"
"1573042652-719","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy now you won’t regret it","amazing sound quality and very cool features get these if you want good quality apple product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1573042980-2191","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Surprised","Great product at a great price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&pageNumber=219&reviewerType=all_reviews"
"1573042746-1144","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worth the $","why did I wait so long to buy airpods?! worth every dollar! sound quality is better than wired headphones, stay put in ear; actually better than the wired headphones.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&reviewerType=all_reviews"
"1573042551-271","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very convenient airpods","Great sound quality for in ears. The charging box is very convenient, whenever we grab the airpods they're always charged for approximately three hours playback. The perfect integration with the iPhone is excellent with start and stop feature when removing from ears.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1573043147-2941","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Decent","Nice headphones for my wife. Sometimes connectivity issues. Battery life not bad but apparently degrades a lot over time. Seem pretty good overall but room for improvement.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_294?ie=UTF8&pageNumber=294&reviewerType=all_reviews"
"1573043044-2479","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excelent","Real glad i bought this","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_248?ie=UTF8&pageNumber=248&reviewerType=all_reviews"
"1573042572-359","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Apple earpods are truly one of the best","Bought these for my wife's birthday and, she didn't want them.... Ugh...  I was patient and a couple of weeks after her b-day she installed them and tried them out..... She loves her Apple pods!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1573042636-647","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works well","Liked it a lot.. It does fall off easily so I would be careful when using outside. Anyway, kids who claimed they don't want it took it over the next day.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1573043096-2705","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Durable","My AirPods went through a full wash in my work pocket in the charging and survived with no defects.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_271?ie=UTF8&pageNumber=271&reviewerType=all_reviews"
"1573042639-661","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Spend the money","Sound is ok, they are easily the best to talk on... the connect easy.  Battery could be better but they recharge fairly quickly in the case.  All in all, much better than the cheaper copies.  Spend the money and  get the AirPods.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&reviewerType=all_reviews"
"1573042502-46","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very amazing product!","Very great product. I have been using it only for one day but dang the quality is amazing, but these are not too different from the gen1 AirPods. If you have the money I recommend getting these l, you will not regret!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1573042991-2240","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great","Great ! Turned up perfectly and I get 4 days earlier","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews"
"1573042659-747","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wouldn’t pair well","Didn’t paid well: worked good and than stopped charging. Couldn’t figure it out so I returned it but the bullet and purchase the real original product from apple","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&reviewerType=all_reviews"
"1573043018-2358","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing product!","Amazing sound and great battery life!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_236?ie=UTF8&pageNumber=236&reviewerType=all_reviews"
"1573042702-944","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works great","Gave for gift. Daughter loves them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_94?ie=UTF8&pageNumber=94&reviewerType=all_reviews"
"1573042771-1253","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Buy!","They fit comfortably in my ear and I often forget I have them in.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&reviewerType=all_reviews"
"1573042773-1261","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","simple to use it","they good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1573042560-306","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rare discount for a hot iPhone accessory","I was able to jump on the last discount offer from Amazon, even though I don't think these are the best true wireless bluetooth headphones out there. You buy these because of their utter compatibility and ease of use with the Apple family of products.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1573043055-2530","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It’s not working","It’s not working","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1573042996-2257","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very satisfied","I love! Had a pair before. Love them","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews"
"1573042572-355","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","FAULTY","My airpods were faulty and not working. Apple store told me to get a refund. Would purchase in store. I bought it at the apple store and worked perfect. Would recommend just not on amazon.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1573043158-2990","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","NOT the ""latest model"".","Hello, i took these to the apple store because it won't connect - and they told me these are NOT the latest model. Please advise.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_299?ie=UTF8&pageNumber=299&reviewerType=all_reviews"
"1573042674-822","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","If you don’t like cords","Easy to lose, but works well. Battery life needs improvement","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&reviewerType=all_reviews"
"1573042663-765","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound!","Daughter loves them.  Excellent sound and convenient without the wires.  Apple never disappoints!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&reviewerType=all_reviews"
"1573043107-2763","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wow","This thing performs well in all of the standard headphone categories like:
- great sound quality
- stays in ears (at least mine - i'm a normal sized guy, 5'10"" 190lbs)
- great battery life
- fast charging
- great noise cancelling
- works amazing as a 2-way (i use it for conference calls while walking down busy streets and airports all the time and rarely get people saying that background noise is distracting)

Where this thing blows away all competition is just the magic of how effortlessly it works.  Open the case lid and your phone asks you if you want to set up your new AirPods.  Once it's set up, pop them in your ear and whatever you were playing on the phone goes to your AirPods.  Then pop them out and whatever you were listening to automatically pauses.  You get helpful little sounds when the battery starts running down.  To charge them, just pop them back into their case (which itself stores probably 4 or 5 full charges for the headphones) and they'll be workable again in about a minute, and fully charged in about 10 minutes.  (I haven't actually timed this, that's just anecdotal)

I get that there are much cheaper wireless headphones out there but anyone who has ever used AirPods can tell you these are another level of convenience and quality.  Once you use these you'll never go back to non-Apple products, at least not for use with an iPhone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_276?ie=UTF8&pageNumber=276&reviewerType=all_reviews"
"1573042540-220","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","STOPPED WORKING IN ONE WEEK!","I'm P.O'd.  The left side stopped working and I only had it less than a week.  I really don't want to return it, if it can be fixed.  I cleaned it, turned it off and on, disconnected it, let it rest.  And STILL I GOT NOTHING!!  So embarrassing  after telling everyone I got it and they saw me using it on my power walks.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
